EmployeeID	Age	Department	JobLevel	YearsAtCompany	MonthlyIncome	JobSatisfaction	WorkLifeBalance	OverTime	DistanceFromHome	PromotionLast5Years	PerformanceRating	TrainingHoursLastYear	Attrition
EMP0364	44	Sales	3	11	9710	3	2	No	4.7	No	2	16	No
EMP0365	33	Operations	3	8	8532	4	3	No	5.8	No	2	20	No
EMP0366	40	Operations	3	9	8561	4	2	No	9.2	No	2	14	No
EMP0367	38	Operations	5	15	13110	3	2	Yes	10.1	No	3	10	Yes
EMP0368	38	Operations	3	9	9194	5	2	No	9.7	No	3	19	Yes
EMP0369	30	Engineering	2	8	9477	3	3	Yes	8.9	No	2	14	No
EMP0370	38	HR	2	2	6116	2	3	No	1	No	4	17	No
EMP0371	42	HR	4	18	10718	5	3	No	23	No	1	12	No
EMP0372	52	IT	4	10	14827	3	4	Yes	12.6	No	3	18	No
EMP0373	47	IT	2	5	8851	3	3	Yes	23.6	No	3	18	No
EMP0374	59	Marketing	3	5	9259	5	3	No	13.8	No	3	18	No
EMP0375	30	Sales	2	5	7270	4	4	Yes	10.6	No	3	11	No
EMP0376	46	Engineering	1	4	6690	4	3	No	4.3	No	2	11	No
EMP0377	39	Engineering	4	13	14588	3	4	Yes	9.9	No	2	12	No
EMP0378	59	Operations	1	1	4289	5	2	Yes	10.2	No	3	18	Yes
EMP0379	29	Sales	3	5	8591	4	3	No	13.8	No	2	12	No
EMP0380	29	Sales	3	6	8366	4	2	No	4.7	Yes	3	17	No
EMP0381	32	Engineering	2	3	8639	3	3	Yes	2.6	No	3	19	No
EMP0382	22	IT	1	0	5277	3	3	No	5.5	No	3	16	No
EMP0383	32	HR	1	2	3688	3	3	No	7.9	No	3	19	No
EMP0384	30	Marketing	3	7	10298	4	3	Yes	13.3	No	3	11	No
EMP0385	39	Engineering	2	14	10652	4	3	No	6.1	No	3	20	Yes
EMP0386	41	Sales	5	19	14421	3	2	No	8.8	Yes	2	21	No
EMP0387	56	Sales	4	23	12229	4	4	No	6.4	No	3	12	No
EMP0388	47	Operations	5	16	13284	4	3	Yes	6.4	No	3	12	No
EMP0389	32	Operations	3	8	9140	4	4	Yes	21.7	No	2	14	No
EMP0390	29	HR	3	5	8555	3	3	No	14	No	2	17	No
EMP0391	42	Engineering	4	17	16258	3	3	Yes	8.3	No	4	15	No
EMP0392	24	Operations	2	2	5585	4	3	No	12.4	No	2	14	No
EMP0393	56	Finance	3	27	13561	5	3	Yes	6.3	No	3	18	No
EMP0394	49	Sales	5	21	14766	3	2	No	9.7	No	3	15	No
EMP0395	33	Engineering	2	7	9411	5	2	Yes	8	No	4	11	No
EMP0396	22	Finance	1	0	5515	2	2	No	18.6	No	2	19	Yes
EMP0397	51	Marketing	4	26	15459	3	1	No	6	No	2	13	Yes
EMP0398	36	IT	1	4	6497	3	1	Yes	4.4	No	2	10	No
EMP0399	50	Operations	3	21	11316	3	3	No	8.3	Yes	4	15	No
EMP0400	22	Sales	1	0	4112	3	3	No	1.6	No	3	14	No
EMP0401	32	Finance	3	9	11055	3	4	No	9.2	No	2	16	No
EMP0402	38	Engineering	3	7	11637	3	2	No	9.7	No	3	15	No
EMP0403	38	Finance	3	5	10621	3	3	No	6.7	No	4	20	No
EMP0404	33	Marketing	2	11	7971	2	2	No	9.1	No	2	10	No
EMP0405	44	HR	2	14	8660	5	4	No	13.7	No	3	6	No
EMP0406	27	Operations	2	3	6378	4	4	No	9.6	No	2	10	No
EMP0407	36	Finance	3	8	10528	4	3	No	9.5	No	3	18	No
EMP0408	39	Operations	3	5	7766	3	3	No	12.5	No	2	21	No
EMP0409	43	Engineering	2	11	10090	3	4	No	5	No	2	10	No
EMP0410	45	Engineering	4	14	15596	5	3	No	21.3	No	3	13	No
EMP0411	26	Marketing	2	3	7919	5	1	No	5.1	No	3	11	No
EMP0412	22	IT	1	0	5823	5	3	No	16.7	No	2	15	No
EMP0413	50	Engineering	3	8	12304	4	1	Yes	5.4	No	2	18	Yes
EMP0414	41	Sales	3	18	10970	3	3	No	13.8	No	2	12	No
EMP0415	30	Engineering	2	4	8947	4	3	Yes	11.6	No	3	18	No
EMP0416	53	Marketing	1	1	4979	4	3	No	2.8	No	3	11	No
EMP0417	39	Operations	3	12	9373	5	2	No	16.1	No	3	13	No
EMP0418	49	Finance	3	12	11642	3	1	No	5.1	No	3	20	No
EMP0419	38	IT	3	7	11486	3	4	Yes	8.1	Yes	3	21	No
EMP0420	58	Operations	4	12	11264	3	3	No	1.3	No	3	16	No
EMP0421	55	Engineering	3	5	12359	3	2	Yes	4.4	No	3	13	No
EMP0422	35	Marketing	3	5	9247	4	3	No	12.4	No	2	13	No
EMP0423	47	Finance	4	20	15147	4	4	No	16.7	No	2	10	No
EMP0424	44	IT	3	11	12265	3	3	Yes	8.1	No	2	22	No
EMP0425	51	Sales	3	11	9564	2	1	No	14.8	No	2	21	No
EMP0426	28	Sales	1	0	5039	3	3	Yes	22.6	No	3	12	No
EMP0427	44	Sales	2	6	6956	3	4	Yes	3.1	No	2	11	No
EMP0428	48	Marketing	4	25	15087	4	4	No	10.4	No	3	14	No
EMP0429	22	Sales	1	0	5129	3	4	No	7.1	No	2	13	No
EMP0430	26	Finance	1	0	5698	3	2	No	4.2	No	3	15	No
EMP0431	22	Operations	1	0	4111	5	3	Yes	9.3	No	2	18	No
EMP0432	35	Engineering	3	9	12390	3	2	Yes	11.1	Yes	3	17	No
EMP0433	45	Marketing	3	22	12101	3	3	No	5	No	1	11	Yes
EMP0434	53	IT	4	19	15255	5	2	No	16.7	No	1	16	No
EMP0435	38	Marketing	3	5	9933	5	3	No	13.3	Yes	3	15	No
EMP0436	54	Sales	3	14	10574	4	3	No	15.6	No	3	25	No
EMP0437	24	Engineering	1	0	6048	2	3	No	13.7	No	1	18	Yes
EMP0438	22	HR	1	0	4279	4	2	No	3.5	No	3	14	Yes
EMP0439	37	Sales	3	7	10303	3	2	No	24.1	No	1	13	Yes
EMP0440	41	Marketing	4	15	13860	3	3	No	3.7	No	2	13	No
EMP0441	37	IT	3	15	12407	5	3	No	1.8	No	4	17	No
EMP0442	22	Finance	1	0	5592	2	3	No	9.2	No	2	15	No
EMP0443	37	Engineering	2	4	9151	5	4	Yes	3.1	No	3	13	No
EMP0444	24	Engineering	1	1	5729	1	3	No	3.8	No	3	16	No
EMP0445	44	IT	5	19	18237	3	2	Yes	11.3	No	4	15	No
EMP0446	41	Operations	4	13	10812	1	3	No	13.5	No	2	10	No
EMP0447	28	HR	1	1	4486	5	4	No	14.9	No	2	9	No
EMP0448	32	Engineering	3	6	12666	2	2	Yes	10.4	No	3	17	Yes
EMP0449	27	Finance	2	5	8386	4	3	No	3.3	No	3	16	No
EMP0450	37	Engineering	3	14	13118	4	3	No	15.8	Yes	2	12	No
EMP0451	47	Sales	2	2	6745	4	4	No	5.4	No	3	16	No
EMP0452	28	Engineering	3	5	11083	4	3	No	2.1	No	1	22	No
EMP0453	43	Engineering	3	6	11331	1	2	Yes	7	Yes	2	20	No
EMP0454	32	Engineering	1	0	6179	3	3	No	14.9	No	3	14	No
EMP0455	30	Sales	1	0	4565	3	4	No	7.1	No	3	18	No
EMP0456	36	Sales	3	8	9233	5	4	No	8.2	No	3	13	No
EMP0457	27	Marketing	3	5	10216	4	2	No	10.5	No	3	12	No
EMP0458	32	Marketing	1	4	5833	4	2	No	15.5	No	2	8	No
EMP0459	26	Sales	2	4	8001	3	3	Yes	8.7	Yes	2	10	No
EMP0460	57	IT	5	31	19265	5	2	No	2.5	No	4	17	No
EMP0461	38	Engineering	3	5	11349	1	3	No	6.3	No	1	14	No
EMP0462	31	Sales	2	5	7776	3	1	Yes	6.1	No	2	14	No
EMP0463	40	Sales	1	0	5344	4	2	No	19.1	No	1	19	No
EMP0464	36	Finance	2	4	7870	3	1	No	7	No	2	10	No
EMP0465	35	Sales	3	8	9105	3	2	Yes	10.7	No	2	12	No
EMP0466	44	Sales	1	3	4860	3	1	Yes	11.5	No	2	12	Yes
EMP0467	45	Marketing	2	2	8004	2	3	Yes	7.1	No	2	19	No
EMP0468	32	HR	1	0	3932	2	3	No	4.8	Yes	3	18	No
EMP0469	32	Operations	1	1	4265	3	2	No	5.5	No	2	13	No
EMP0470	35	Operations	2	2	6047	3	2	No	10.4	No	3	19	No
EMP0471	22	IT	1	0	5854	4	2	Yes	6.2	No	3	13	No
EMP0472	22	Sales	1	0	4671	3	3	Yes	2	No	3	23	No
EMP0473	51	Sales	3	19	11889	5	2	No	2.9	No	2	18	No
EMP0474	54	IT	4	22	16792	2	2	Yes	5.9	No	3	7	Yes
EMP0475	35	Marketing	2	5	7209	3	3	No	10	No	3	15	No
EMP0476	43	Finance	2	7	8656	2	4	No	5.1	No	3	19	No
EMP0477	41	Sales	3	14	10210	3	2	No	2.1	No	2	23	No
EMP0478	60	Sales	4	22	12978	2	2	Yes	5.6	No	2	12	No
EMP0479	49	Sales	4	19	13251	4	3	No	8	No	3	18	No
EMP0480	36	Engineering	1	1	6824	1	3	No	1.2	No	2	14	No
EMP0481	28	Sales	1	0	4260	3	3	No	2.1	No	3	13	No
EMP0482	22	Engineering	1	0	6006	3	3	No	4.4	No	3	19	No
EMP0483	40	Marketing	2	14	9548	3	1	No	9.7	No	2	11	Yes
EMP0484	30	Sales	2	3	7284	4	2	No	15.5	No	2	13	No
EMP0485	23	Sales	1	1	4398	3	4	No	4.6	No	3	15	No
EMP0486	31	Engineering	1	2	6539	2	2	No	8.3	No	2	6	No
EMP0487	27	Sales	1	1	4303	4	3	Yes	22.3	No	3	12	Yes
EMP0488	54	Sales	3	13	10578	4	4	Yes	21.2	No	3	22	No
EMP0489	46	Sales	4	21	12686	1	3	Yes	6.9	No	3	14	No
EMP0490	37	Engineering	3	13	12806	3	3	No	3.5	No	4	10	No
EMP0491	52	Finance	3	13	11612	3	2	No	2.7	Yes	3	17	No
EMP0492	38	Sales	1	2	4308	5	4	No	5.2	No	2	17	No
EMP0493	29	Finance	1	0	5214	4	2	No	2.8	Yes	1	18	No
EMP0494	53	Operations	4	19	11917	4	3	Yes	12.1	No	3	13	No
EMP0495	43	Finance	1	0	6124	2	2	No	14.3	No	2	14	No
EMP0496	27	Sales	1	1	4414	5	2	Yes	7	No	3	21	No
EMP0497	36	Engineering	1	2	6336	2	4	No	6.7	No	3	14	No
EMP0498	29	Finance	3	7	10613	3	3	Yes	12.8	No	2	18	Yes
EMP0499	24	IT	1	1	6410	4	1	No	3	No	3	18	No
EMP0500	47	IT	1	3	6778	3	4	Yes	3.2	No	3	17	No
EMP0501	57	Engineering	4	35	18842	5	3	Yes	16.1	No	3	26	No
EMP0502	24	Marketing	1	0	4822	4	4	No	9	No	1	16	Yes
EMP0503	43	Operations	3	8	8427	2	3	No	14	No	3	20	No
EMP0504	31	Operations	3	6	7999	4	3	No	6.7	No	4	12	No
EMP0505	33	HR	1	1	4534	2	3	Yes	11.4	No	3	16	No
EMP0506	32	Engineering	2	2	8470	4	3	Yes	14.6	No	3	13	No
EMP0507	29	Sales	2	3	7175	4	2	Yes	11.6	No	3	13	No
EMP0508	38	HR	2	9	6522	3	3	No	9.5	No	3	16	No
EMP0509	29	Finance	3	7	10845	4	2	No	5.7	No	3	10	No
EMP0510	40	IT	3	15	12462	4	3	Yes	22.2	No	2	13	No
EMP0511	37	Operations	2	2	5822	3	4	No	10.9	No	4	14	No
EMP0512	35	Sales	4	10	10527	3	3	Yes	4.6	No	2	20	No
EMP0513	28	Finance	1	0	4838	2	4	No	3.6	Yes	2	8	Yes
EMP0514	32	Engineering	2	9	10314	3	2	No	18	No	3	19	No
EMP0515	45	Finance	4	15	13931	2	4	No	14.3	No	3	18	No
EMP0516	43	Finance	2	7	9084	4	4	No	2.7	No	2	20	No
EMP0517	28	Engineering	1	0	6007	4	4	Yes	16.4	No	2	18	No
EMP0518	38	Sales	4	14	11827	3	3	No	17.3	No	3	22	No
EMP0519	45	Sales	4	20	12688	3	4	Yes	6.1	No	2	12	No
EMP0520	22	Sales	1	0	4458	3	4	No	12.1	Yes	2	18	No
EMP0521	43	Operations	1	2	4833	3	4	No	13.6	No	3	14	No
EMP0522	31	Sales	2	3	6136	4	3	Yes	14.8	No	3	13	No
EMP0523	43	Sales	3	12	9867	3	4	No	7.9	No	2	17	No
EMP0524	30	Sales	2	4	7092	3	3	No	9.4	No	3	12	No
EMP0525	22	Operations	1	0	4572	3	2	No	23.2	No	2	21	No
EMP0526	22	Engineering	1	0	6505	3	2	Yes	3.3	No	3	11	No
EMP0527	38	Sales	2	8	7408	4	2	No	5.9	No	4	13	No
EMP0528	40	Finance	3	13	11149	4	3	No	6	No	2	9	No
EMP0529	28	Engineering	2	2	8903	3	3	No	7.8	No	3	13	No
EMP0530	44	Engineering	2	6	9240	4	4	No	8.9	No	3	11	No
EMP0531	22	Finance	1	0	6102	4	3	No	11.4	No	2	12	No
EMP0532	37	Engineering	3	15	13150	3	3	No	6.6	No	2	16	No
EMP0533	25	Operations	1	1	4957	3	3	No	3.1	No	3	14	No
EMP0534	31	Marketing	2	3	7187	2	3	No	7.2	No	2	14	No
EMP0535	38	Marketing	1	4	6207	3	2	No	12.7	No	2	17	No
EMP0536	29	Engineering	3	5	11628	4	4	Yes	16.5	Yes	3	12	No
EMP0537	34	Operations	3	9	9118	3	3	No	10.6	No	1	10	No
EMP0538	48	Marketing	4	17	12691	4	3	No	2.6	No	1	18	No
EMP0539	32	Sales	3	10	10155	4	4	No	4.8	No	2	18	No
EMP0540	46	Sales	3	6	8908	3	3	No	2.7	No	3	13	No
EMP0541	26	HR	2	3	6297	2	1	No	1.6	No	2	11	No
EMP0542	43	Operations	4	17	11625	3	2	No	12.8	No	3	15	No
EMP0543	52	IT	4	10	14836	4	4	No	31.5	No	2	13	No
EMP0544	22	Finance	1	0	5613	3	3	Yes	23.4	No	1	19	No
EMP0545	30	HR	3	5	8023	4	2	Yes	4	No	3	20	No
EMP0546	43	Engineering	3	11	13396	3	1	No	24.7	No	3	11	No
EMP0547	35	Finance	1	1	4404	3	3	No	4.2	No	3	19	No
EMP0548	41	IT	1	1	5745	5	4	Yes	8.8	No	2	16	No
EMP0549	31	HR	2	6	6421	5	2	No	2.1	Yes	3	15	No
EMP0550	38	Sales	1	0	4085	3	3	No	16.2	Yes	3	14	No
EMP0551	36	Sales	2	6	7365	2	4	Yes	13.6	No	2	21	Yes
EMP0552	49	Engineering	3	9	11480	2	3	No	8.4	No	2	10	No
EMP0553	40	Marketing	1	0	4350	5	3	Yes	4.1	No	3	13	No
EMP0554	41	IT	3	5	11408	2	3	No	14.7	No	3	16	No
EMP0555	33	Engineering	2	6	8842	4	3	Yes	5.2	No	2	16	No
EMP0556	33	Engineering	1	0	6255	3	4	Yes	12.5	No	2	5	No
EMP0557	33	HR	3	8	8100	2	4	No	16.7	No	4	20	No
EMP0558	41	IT	2	6	8601	5	2	No	2.7	Yes	2	18	No
EMP0559	33	Engineering	1	0	5506	5	2	No	15.2	No	2	9	No
EMP0560	40	Sales	2	2	6124	4	4	Yes	6.3	No	3	11	No
EMP0561	58	Sales	3	17	10435	3	3	No	15	No	2	17	No
EMP0562	46	HR	1	0	3601	4	3	No	7.7	No	3	14	No
EMP0563	34	Operations	2	3	6267	4	4	No	9.4	No	2	9	No
EMP0564	50	Engineering	3	22	13169	4	3	No	15	No	2	19	No
EMP0565	33	HR	3	10	8276	4	3	No	11.9	No	2	21	No
EMP0566	22	Marketing	1	0	5624	2	2	No	5.2	No	3	15	No
EMP0567	27	HR	1	3	3821	2	3	No	26	No	2	21	No
EMP0568	22	Sales	1	0	4168	3	3	No	8	No	2	12	No
EMP0569	34	IT	3	8	12259	3	4	No	2.5	No	3	8	No
EMP0570	38	Marketing	3	7	10029	4	3	No	2.4	No	2	9	Yes
EMP0571	54	Finance	2	4	7438	2	2	No	9.3	No	2	12	Yes
EMP0572	41	Marketing	2	11	8947	3	3	No	6	No	2	17	No
EMP0573	35	IT	1	0	6392	2	3	No	10.7	No	2	13	Yes
EMP0574	46	HR	3	14	9287	3	3	No	2.3	No	3	14	No
EMP0575	22	Engineering	1	0	5720	5	1	No	24.6	No	3	22	No
EMP0576	40	Engineering	5	17	17278	5	3	Yes	15.3	No	2	8	No
EMP0577	45	Engineering	3	5	11307	5	3	Yes	11.5	Yes	3	15	No
EMP0578	23	Engineering	1	1	5526	4	3	No	13.8	No	1	14	No
EMP0579	49	IT	4	13	14705	3	4	No	6.1	No	4	23	No
EMP0580	41	Operations	2	7	7343	4	3	No	5.1	No	4	22	No
EMP0581	33	Engineering	4	10	14205	2	2	Yes	1.3	No	2	15	Yes
EMP0582	44	Engineering	2	2	9042	5	3	No	9.6	No	3	16	Yes
EMP0583	60	Sales	3	21	10373	3	2	No	7.5	Yes	2	17	No
EMP0584	39	Operations	3	11	9086	4	4	No	8.5	No	2	14	No
EMP0585	40	Engineering	2	11	9045	4	2	Yes	50	No	3	20	No
EMP0586	33	Marketing	2	11	8741	4	2	No	2.1	No	3	8	No
EMP0587	29	IT	2	6	9583	5	2	Yes	13.9	No	2	19	No
EMP0588	46	Engineering	1	3	6232	3	3	No	18.8	No	4	18	No
EMP0589	29	Operations	2	4	6560	3	2	No	4.9	No	2	17	No
EMP0590	38	Engineering	3	8	11748	3	1	No	1.8	No	3	15	No
EMP0591	33	Finance	3	5	10826	4	2	No	4.1	No	3	15	No
EMP0592	42	Engineering	5	15	18255	3	3	Yes	27.4	No	2	23	No
EMP0593	41	Engineering	2	12	10193	5	2	No	4.3	No	3	12	No
EMP0594	48	IT	1	3	5984	3	3	No	17.7	No	4	16	No
EMP0595	32	Marketing	3	7	10193	3	3	No	5.9	No	2	17	No
EMP0596	35	Engineering	3	8	12907	3	4	No	15.1	No	2	15	No
EMP0597	28	Engineering	1	1	6307	4	3	Yes	25.6	No	3	12	No
EMP0598	33	Sales	2	4	6263	3	3	No	9.5	No	3	20	No
EMP0599	41	Finance	4	17	15596	5	2	No	6.2	No	3	17	Yes
EMP0600	45	Engineering	3	14	12492	2	3	No	1.6	No	2	12	No
EMP0601	28	Operations	2	6	6388	1	1	No	6.9	No	2	21	No
EMP0602	46	Engineering	3	5	12054	3	4	Yes	19.7	Yes	3	11	No
EMP0603	51	Engineering	2	10	9689	4	3	No	6	No	3	14	No
EMP0604	42	Operations	2	7	7178	4	1	No	1	No	2	16	No
EMP0605	56	HR	4	28	13212	5	3	No	4.6	No	2	17	No
EMP0606	30	Operations	2	4	6700	2	3	No	10.8	No	3	18	No
EMP0607	25	Marketing	1	0	5722	4	2	No	7.1	No	3	10	No
EMP0608	22	Sales	1	0	4365	4	2	No	9.8	No	2	14	No
EMP0609	52	Marketing	5	23	16466	5	2	No	12.1	No	2	18	No
EMP0610	44	Sales	3	16	10041	3	2	No	12.7	No	2	8	No
EMP0611	37	Engineering	3	7	12223	3	3	No	1.5	No	2	7	No
EMP0612	40	Sales	4	17	12552	5	4	Yes	6.6	No	3	15	No
EMP0613	26	Finance	1	3	6579	4	4	No	15.7	No	2	15	No
EMP0614	60	Sales	4	30	14584	3	4	Yes	9.3	No	3	10	No
EMP0615	39	Engineering	3	14	13765	4	3	Yes	15.5	No	2	20	No
EMP0616	39	Engineering	1	1	6086	3	3	No	19	No	2	19	No
EMP0617	45	Sales	1	1	4767	4	2	Yes	2.8	No	1	15	No
EMP0618	42	Sales	3	9	9484	3	4	Yes	14.9	Yes	3	19	No
EMP0619	40	Engineering	2	2	8352	1	3	No	26.2	No	2	20	No
EMP0620	30	Sales	3	7	8171	5	2	No	7.1	No	4	14	No
EMP0621	42	Sales	5	19	14662	3	4	Yes	4	No	2	19	No
EMP0622	56	Sales	3	6	8199	3	3	Yes	9.8	No	2	17	No
EMP0623	51	Operations	3	11	9442	3	3	Yes	10.2	No	2	13	No
EMP0624	53	Finance	5	25	18628	2	1	No	9.1	No	3	19	No
EMP0625	32	HR	1	2	4270	3	2	Yes	5.2	Yes	3	22	No
EMP0626	28	IT	1	1	6140	4	2	Yes	16	No	2	19	No
EMP0627	36	Sales	4	11	11757	2	4	No	13.8	No	2	18	No
EMP0628	38	Engineering	3	14	13375	3	4	Yes	6.1	No	3	9	No
EMP0629	48	Operations	4	13	11140	5	2	No	2.9	No	2	14	No
EMP0630	22	Marketing	1	0	4395	3	3	No	14	No	3	22	No
EMP0631	53	IT	4	15	14134	5	3	No	15.5	No	2	12	No
EMP0632	36	IT	4	12	14386	2	3	No	5.3	No	4	19	No
EMP0633	33	Sales	4	10	10585	4	3	Yes	1.8	Yes	4	13	No
EMP0634	27	IT	3	5	11208	3	4	Yes	3.4	No	3	14	Yes
EMP0635	22	IT	1	0	5925	2	2	No	22.4	No	4	11	No
EMP0636	46	Engineering	2	2	8436	4	4	Yes	5.9	No	3	5	No
EMP0637	38	IT	3	5	11559	1	3	No	2	No	3	22	No
EMP0638	25	Sales	1	0	4580	3	2	No	8.7	No	4	16	No
EMP0639	25	Finance	1	2	5468	4	4	Yes	8.3	No	4	13	No
EMP0640	34	Engineering	2	11	9822	3	1	Yes	6.2	No	4	13	Yes
EMP0641	54	Sales	3	13	10724	3	3	No	17.3	No	3	15	No
EMP0642	35	Marketing	3	13	10099	2	1	No	3.5	No	2	10	No
EMP0643	22	Engineering	1	0	5879	5	4	No	13	No	4	10	Yes
EMP0644	35	Finance	1	3	6049	3	3	No	13.4	No	3	17	No
EMP0645	35	Marketing	3	12	10496	2	3	No	8.8	No	3	14	No
EMP0646	22	Engineering	1	0	5638	2	3	No	14.4	No	3	15	No
EMP0647	37	Sales	2	10	8352	3	2	Yes	3.9	No	3	13	No
EMP0648	35	Marketing	3	11	11670	3	3	Yes	5	No	3	8	No
EMP0649	44	Operations	1	2	4332	3	4	No	4	No	2	13	No
EMP0650	56	Marketing	1	1	5162	5	4	No	22.9	No	2	13	No
EMP0651	49	Marketing	2	8	8490	2	3	No	18.3	No	3	14	No
EMP0652	35	HR	3	12	8490	3	4	No	5.2	No	2	10	No
EMP0653	26	Engineering	2	4	9035	4	3	No	5	No	2	19	No
EMP0654	60	HR	1	2	5066	2	2	No	2.7	No	2	11	No
EMP0655	38	IT	4	12	15751	2	3	Yes	10.2	Yes	2	11	No
EMP0656	38	Finance	2	3	7525	2	3	No	4.6	No	1	10	Yes
EMP0657	37	Engineering	1	1	5702	5	3	No	7.6	No	2	11	No
EMP0658	39	HR	1	1	3934	4	2	No	13.9	No	3	15	No
EMP0659	36	HR	1	3	4264	3	3	Yes	9.2	No	2	11	No
EMP0660	32	Finance	2	5	8991	5	3	No	15.4	No	2	25	No
EMP0661	32	HR	2	4	6217	5	3	Yes	3	No	2	14	No
EMP0662	37	Finance	2	14	10301	3	2	No	14.3	No	2	18	No
EMP0663	32	Engineering	1	0	6120	3	2	No	1	Yes	1	11	No
EMP0664	30	Engineering	1	0	5943	3	3	No	5.5	No	4	18	No
EMP0665	39	Operations	3	5	8533	3	4	No	19.6	No	2	13	No
EMP0666	35	Engineering	2	2	7561	4	2	Yes	1.8	No	3	23	No
EMP0667	53	IT	4	18	15296	4	3	Yes	12.3	No	2	19	No
EMP0668	22	Sales	1	0	4354	3	2	Yes	2.1	No	3	11	No
EMP0669	48	Sales	3	6	8303	1	4	Yes	3.8	Yes	2	19	No
EMP0670	50	HR	3	12	9671	4	1	Yes	1.2	No	4	13	No
EMP0671	22	Operations	1	0	4077	3	2	No	8.2	No	2	16	No
EMP0672	34	Finance	4	12	14083	2	3	No	3.9	No	2	12	No
EMP0673	34	Sales	1	0	4932	2	2	No	15.7	No	4	14	No
EMP0674	23	Sales	1	0	4083	4	3	No	5.5	No	2	14	No
EMP0675	30	Marketing	2	2	7442	3	3	No	11.8	No	2	15	No
EMP0676	26	Engineering	1	0	5182	3	3	No	46.6	No	2	14	Yes
EMP0677	55	Engineering	3	9	12422	2	3	Yes	10.1	No	2	13	No
EMP0678	47	HR	4	12	10323	5	3	No	8.5	No	4	18	No
EMP0679	50	Marketing	1	3	5310	2	3	No	18.1	No	2	17	No
EMP0680	45	Engineering	2	8	10160	2	2	No	19.6	No	2	13	No
EMP0681	26	Sales	2	3	7659	4	2	No	10.6	No	2	11	No
EMP0682	32	Engineering	3	9	11789	3	2	No	2	No	2	12	No
EMP0683	42	Sales	2	7	6924	4	4	Yes	9.2	No	2	14	No
EMP0684	25	HR	1	2	4644	3	3	No	5.4	No	2	19	No
EMP0685	45	Operations	2	2	6501	3	3	No	3.1	No	2	16	No
EMP0686	35	Sales	2	6	6605	2	2	No	9.2	Yes	2	17	No
EMP0687	34	Sales	3	6	8988	2	3	No	8.3	No	2	10	No
EMP0688	45	Sales	3	9	9439	4	4	No	16.8	No	3	17	No
EMP0689	42	Operations	2	2	6159	4	4	No	3.1	No	4	19	No
EMP0690	34	Sales	1	1	4980	4	3	No	30.5	No	3	14	No
EMP0691	49	IT	3	14	13298	4	3	No	12	No	2	12	No
EMP0692	27	Engineering	1	0	5883	3	2	No	2.2	No	2	10	No
EMP0693	44	Engineering	3	14	13798	5	3	No	44.9	No	2	15	No
EMP0694	43	Sales	4	16	12238	4	4	No	5.9	No	3	7	No
EMP0695	34	Marketing	2	6	8717	4	2	No	9.9	No	2	19	No
EMP0696	41	Marketing	4	19	14062	3	3	No	8.4	No	2	12	No
EMP0697	25	HR	1	1	4692	3	2	Yes	6.5	No	3	13	No
EMP0698	47	Engineering	2	14	10972	5	4	No	21	Yes	3	24	No
EMP0699	36	Engineering	1	1	5743	3	1	No	19.2	No	4	17	No
EMP0700	32	Engineering	3	7	12032	4	3	No	14.9	No	2	14	No
EMP0701	48	Engineering	4	22	16042	2	2	Yes	16.6	No	3	23	No
EMP0702	30	Engineering	2	6	9248	3	3	No	11.2	No	2	15	No
EMP0703	23	Finance	1	0	4927	5	3	No	5.8	No	2	14	No
EMP0704	22	Engineering	1	0	5899	5	3	No	14.3	No	3	12	No
EMP0705	44	Engineering	3	7	11880	4	3	No	5.3	No	2	17	No
EMP0706	25	Engineering	1	1	5723	3	3	No	4.6	No	2	17	No
EMP0707	55	Sales	4	33	14849	5	3	No	21.2	No	2	15	No
EMP0708	22	HR	1	0	4402	5	2	No	11.7	No	1	14	No
EMP0709	54	Engineering	1	1	5660	4	2	No	6.1	No	3	15	No
EMP0710	40	Sales	1	4	5544	5	1	Yes	5.5	No	4	12	Yes
EMP0711	37	IT	3	14	13002	3	3	Yes	9.3	No	2	15	No
EMP0712	32	Engineering	1	0	5523	3	4	No	5.9	No	2	16	No
EMP0713	41	Engineering	2	3	7542	3	3	Yes	17	No	3	18	No
EMP0714	37	Operations	3	5	8855	4	2	No	13.3	No	3	8	No
EMP0715	49	Sales	4	22	13077	4	4	No	2.7	No	3	11	No
EMP0716	39	Operations	4	12	11040	2	3	Yes	6.9	No	3	12	No
EMP0717	39	Sales	3	10	10610	2	4	Yes	3.4	No	4	21	No
EMP0718	34	Marketing	4	12	13012	2	1	No	4.8	No	2	10	No
EMP0719	37	Finance	2	7	8982	4	3	No	6.1	No	3	17	No
EMP0720	41	IT	3	6	11335	2	4	No	2.5	No	3	11	Yes
EMP0721	22	Marketing	1	0	4904	3	3	No	2.7	No	3	15	No
EMP0722	24	HR	1	0	3968	4	3	No	8.6	No	3	15	No
EMP0723	45	Marketing	1	0	4925	5	3	No	1.1	No	2	13	No
EMP0724	39	Sales	3	5	8007	3	4	No	12.8	No	2	16	No
EMP0725	36	Finance	3	6	10300	3	4	No	1.7	No	1	14	No
EMP0726	38	Sales	4	15	12121	4	1	No	29.1	No	3	13	No
EMP0727	41	Marketing	3	14	12118	5	2	No	12.8	No	2	16	No
EMP0728	32	Marketing	2	3	6755	3	3	Yes	8.1	No	2	25	No
EMP0729	30	Operations	1	1	4090	3	2	No	7.5	No	3	18	No
